Club,Player,Month,Year,Miles
daw,lgime102,Jul,92,519
kjh,ljone104,Jul,85,2366
fgn,pterv104,Jun,07,1608
glk,hdaerr101,May,98,823.75
kjh,pplin102,Aug,65,669.25
gda,NULL,Oct,00,935.33
sdd,lgime102,Jul,10,869.75
dar,jline104,Apr,75,1230.5
dar,kline101,May,96,4317
frt,pplin102,Jul,66,3304
faq,mharr102,Jun,99,2389
sad,hyera102,Jan,99,2074.5
swe,jstro101,Nov,89,810.33
dbe,mpede104,Jul,07,3129
daw,lgime101,Aug,06,2225
gda,pharm101,Sep,67,4034
kjh,jstro104,Oct,18,959.75
saz,mharr101,Feb,87,1220
glk,mpete101,Jul,08,1431
daw,mpete102,Jul,69,817
gda,jstro102,Apr,88,1105
ger,mpete101,Jun,84,2137
glk,pplin102,Nov,76,4086
sad,pharm101,Jan,02,666.67
gvv,kline101,Jun,87,1641
fed,NULL,Apr,99,874.33
gth,NULL,Nov,06,2110.5
dew,pharv101,Jun,82,1204
dew,pharv102,Dec,99,1176
fgn,mpete103,Sep,67,2130.5
kjh,pplin102,Jan,00,3500
sdd,jstro102,Sep,05,3241
ger,juooli101,Mar,89,1007.75
dew,mjone101,Aug,74,571.25
sdd,abera101,Sep,00,936.33
gth,lgime103,Jun,08,1095.75
swe,mpete102,Feb,00,1382.67
NULL,pharv102,Jun,65,3536
gbn,jstro104,Mar,14,1001.33
kjh,lgime102,Aug,10,1475
gvv,jstro101,Feb,65,873
dew,hdaerr101,Aug,18,1577
ddf,hyera102,Jul,86,1794.5
frt,mharr101,Jul,92,1267
sdd,lgime101,Feb,87,1501
frt,pharv101,Mar,64,1236
gda,hdaerr101,May,90,799.67
ddf,ljone104,Jul,87,2137
der,NULL,Jun,18,4092
frt,jstro102,Jul,12,788.5
der,mharr101,Sep,98,3995
daw,abera101,Sep,02,1603
fed,mjone103,Dec,68,1493
NULL,pharv101,Apr,75,1177.75
daw,NULL,Dec,89,860.67
swe,jstro102,Jul,96,578.25
fed,dfab103,Mar,74,2701
ger,NULL,May,99,3479
fgn,jstro101,Jul,04,3491
dbe,pterv104,Nov,80,3005
dbe,gframe102,Mar,09,1171
frt,gframe102,Feb,92,1248.75
kjh,ljone104,Feb,16,2392
kjh,pplin102,May,67,4709
swe,jstro102,May,95,4298
gda,mpete101,Jan,73,823
der,lgime101,Oct,99,3262
glk,ljone104,Nov,66,1084.33
dar,mpete103,Dec,19,2092
NULL,kline102,Aug,92,1044
daw,mjone103,Apr,00,898
gda,jstro101,Feb,88,1604.33
sdd,mjone102,Dec,92,4349
kjh,jline104,Dec,12,2233
ddf,pharv102,Oct,84,2089
daw,NULL,Jan,11,825.75
gth,hyera102,Feb,82,1396.5
ddf,pharm101,Apr,00,1287.5
faq,mpete101,Jun,97,1811.5
dbe,kline102,Jun,94,603.5
gvv,ljone104,May,64,2175.5
saz,mharr103,Sep,16,1203.67
sdd,lsamme104,Jun,98,1056.5
gbn,jline104,Jan,92,1152
gth,ljone104,May,65,2809
der,hdaerr101,Jun,71,1873
dew,jstro104,Apr,86,1696.5
ger,pharm101,Feb,94,1408.33
faq,hyera102,Aug,00,2420.5
daw,NULL,Jan,64,1214.25
daw,lgime102,Nov,88,1112.67
dew,mharr101,Mar,86,588
gbn,lgime101,Jan,87,1250
ger,mjone102,Jun,70,3447
ger,mjone103,Nov,65,2497
dew,jstro102,Jun,11,1206.75
fgn,NULL,Dec,05,1369.33
hgg,pharv103,Sep,72,805
saz,jstro102,Apr,17,1308.33
swe,ljone104,Jun,19,870.25
gvv,dfab103,May,67,1131.75
kjh,jstro101,Jun,80,4991
fed,pharv102,Aug,00,739.5
saz,pharv102,Apr,90,524.5
NULL,jstro102,Mar,01,4021
frt,mpete103,Dec,65,3288
gth,jstro104,May,09,3792
ger,gframe102,Nov,80,3194
fed,pharm101,Feb,94,941.5
dew,lgime101,Mar,90,715.75
hgg,ljone104,Mar,83,1654
fgn,abera101,Jun,64,808
fgn,dfab103,May,69,1565.67
gvv,pharv101,Jun,00,1441
gvv,mpede104,Mar,64,3705
sdd,hyera102,Jan,91,873
dbe,pharm101,Nov,18,2329
ddf,lgime102,Jan,67,2419
sdd,lsamme104,Nov,82,3880
kjh,pharv103,Nov,95,1365.67
ger,jstro104,Oct,88,1061.25
fgn,abera101,May,81,1284.67
gda,pharv103,Apr,79,710.75
ger,dfab103,Dec,02,1207.33
saz,ljone104,May,99,1561
hgg,ljone104,May,91,3458
fed,kline102,Mar,05,4955
dbe,mpete102,Aug,84,657.75
saz,ljone104,Oct,85,3382
fed,lgime102,Nov,77,1207.25
der,kline103,Oct,69,857.67
ddf,jstro102,Mar,74,748
NULL,lgime101,Jul,93,2442
der,lgime101,Sep,00,3658
hgg,gframe102,Apr,87,3356
saz,mpete101,Nov,88,2433.5
fgn,abera101,Aug,72,808
dbe,pharv103,Jun,93,4094
sad,mjone102,Jan,82,1292
der,NULL,Jan,69,960
daw,pterv104,Mar,10,2947
gth,mharr101,Mar,79,3559
NULL,mjone103,Sep,10,1185
gbn,pharv103,Mar,03,3875
sad,mpede104,Sep,89,1892
der,hdaerr101,May,86,1420
kjh,mpete103,Apr,82,1011
fed,lgime102,Mar,11,4920
saz,NULL,Mar,99,913.5
NULL,kline101,Sep,80,1783
dbe,lgime103,Nov,98,1611
dbe,pharv102,May,82,1909
glk,lgime101,Mar,01,2714
der,mharr102,Jun,11,4609
swe,jstro101,Jun,87,2876
ddf,mjone102,Nov,67,1752
saz,mpete101,Apr,94,1685.5
sad,NULL,Apr,16,1938
dar,mpede104,Feb,15,3490
gda,mpete102,Jul,12,561.75
hgg,jstro102,Mar,86,2385
der,mharr103,May,05,3114
glk,hdaerr101,Jul,64,2158
kjh,lgime102,Feb,87,1260.5
der,jstro102,Jan,12,2657
ger,jstro102,Aug,19,2442
saz,lgime102,Sep,86,535
glk,jline104,Oct,90,1229.67
NULL,jstro101,Jul,95,1112.67
gbn,jstro101,Dec,70,4950
dew,hyera102,Jul,92,4990
hgg,pplin102,Nov,09,2069.5
fed,pharv102,Jul,88,1766.5
frt,mharr102,Apr,91,4852
gda,ljone104,May,11,2503
NULL,pterv104,Apr,91,743
ger,abera101,May,13,1262.67
dbe,mharr101,Apr,82,3745
hgg,hdaerr101,Oct,93,1637
glk,jstro101,Apr,80,4834
der,juooli101,Sep,07,1088.25
swe,mjone103,Aug,69,1161.5
ger,mpete103,Nov,12,1253
saz,mjone102,Oct,80,2670
glk,lgime101,Dec,16,2114.5
gbn,mpete101,Oct,68,614.5
saz,jstro101,Jul,88,842.25
fed,NULL,Jan,11,1633.5
gda,mharr103,Jul,89,1160
saz,gframe102,Jul,94,804.33
saz,mpede104,Oct,13,2429
ger,kline103,Jan,88,694.67
dar,jstro102,Apr,14,1575.67
daw,dfab103,Jul,09,2968
swe,pterv104,Jun,96,1594
dar,hyera102,Nov,14,1346
NULL,mpete101,Oct,85,980.75
fed,mjone103,Nov,02,2815
sad,dfab103,Nov,92,892.67
dbe,jstro102,Nov,92,2001
gth,pterv104,Sep,03,1056.5
sad,gframe102,Apr,98,681.5
dar,dfab103,Jan,13,1302.67
dew,pterv104,May,00,2195.5
der,pharv102,Apr,66,1186.5
kjh,lgime101,Mar,69,1044.67
NULL,lgime101,Dec,12,690
glk,gframe102,Sep,78,1219.33
dbe,lgime103,Oct,00,3470
glk,jstro102,Apr,70,1684
sdd,kline102,Mar,80,616
sdd,kline101,Feb,71,2432
saz,pharv102,Oct,01,2226.5
hgg,NULL,May,13,1800
dbe,jstro102,Jan,06,1910
glk,jstro104,Jul,07,659.75
gvv,mpete102,Apr,78,2446.5
gvv,mpete103,Mar,07,4894
ger,juooli101,Sep,77,602.75
ger,mjone102,Nov,11,866.5
der,mharr103,Oct,93,3651
gda,hyera102,Oct,76,1368.5
kjh,jline104,Jun,97,1082.5
gda,lgime102,Sep,83,938.75
NULL,ljone104,Nov,99,622
fgn,pharv103,Jun,11,1028.5
faq,lgime103,Aug,66,1288.67
saz,kline103,Oct,93,3888
daw,pplin102,Nov,97,710.75
gbn,NULL,Sep,71,1407.33
gvv,lgime103,May,69,1415.33
gda,pharv102,May,12,3662
faq,jstro101,Aug,12,1133.25
daw,jstro102,May,76,3720
der,kline101,Nov,84,2414.5
kjh,lgime101,May,64,539.5
glk,mharr102,Dec,13,608.25
dew,hdaerr101,Jul,86,2497
kjh,mpede104,Mar,03,1528.5
gth,pharv101,Nov,73,793.33
der,juooli101,May,05,1324.5
fgn,NULL,Dec,18,1069.5
NULL,kline102,Apr,73,681.33
swe,pharv102,Feb,71,4188
dbe,pplin102,Jul,13,1166
sdd,mharr103,Apr,83,2064
ddf,hdaerr101,Jan,05,1786.5
dar,kline101,May,08,594.25
der,pharm101,Jul,71,1093
gth,mjone101,Aug,65,1982.5
gth,mharr102,Jan,01,1441.5
fgn,jstro104,Oct,02,2253
saz,juooli101,Sep,73,1500.67
daw,gframe102,Dec,09,988
dbe,kline101,Nov,00,1466.33
daw,NULL,Jun,81,3884
dbe,mharr101,Jun,10,1470.5
dar,mharr102,Feb,69,2053.5
dar,jstro104,Jun,78,2937
gth,dfab103,Dec,71,2914
sad,mjone101,Jan,18,1109.33
sdd,kline102,Feb,70,1576.67
dbe,ljone104,Jun,69,991
gda,pharv102,May,88,3888
daw,pterv104,Jan,78,2058
fed,mpede104,Sep,14,4372
dew,pharm101,Jul,65,1534
ddf,pharm101,Aug,13,2016.5
hgg,lsamme104,Apr,12,996
sdd,jstro102,Dec,91,1401.33
dar,pharv103,Jan,84,2512
sdd,mpete101,Nov,67,1153.5
saz,jstro101,Feb,81,1235.5
hgg,pharv102,Oct,77,4783
der,kline103,Apr,91,2431
sdd,gframe102,Jun,89,979.67
fed,pharm101,Oct,64,1599.33
dew,lgime101,May,13,1662.5
daw,mjone103,Jan,73,4477
dar,mharr102,Apr,05,1436
glk,pharv102,Aug,71,867
fgn,mpete102,Aug,05,628.25
gth,mpete102,Aug,06,1087.67
hgg,mpede104,Mar,75,2455
dar,pharv103,Jun,96,640.75
frt,mjone103,Jun,86,1320
gth,jstro104,Mar,66,3176
gvv,pharv102,Mar,88,1895.5
dar,pharv103,Jan,66,634.75
daw,mjone102,Oct,89,969.33
kjh,mpete103,Nov,73,1334.33
glk,hdaerr101,Apr,71,829
gda,hdaerr101,Feb,89,2005.5
faq,mjone101,Feb,67,813.33
swe,pterv104,Jun,88,624.5
fgn,pharv102,Jul,90,546.25
fed,pharv103,Nov,64,1274.33
dew,abera101,May,92,3181
gth,mharr101,Mar,02,4596
gth,jstro101,Aug,88,544.75
kjh,mpete101,Apr,08,1341.5
hgg,kline101,Aug,14,2550
dar,jstro101,Jun,92,4237
fgn,gframe102,Mar,93,504.25
hgg,ljone104,Apr,10,2100
dew,jstro102,Apr,98,1424
saz,jstro102,Jan,07,2689
dar,mpede104,Sep,65,1177.75
sad,jstro101,Apr,79,1287
der,jline104,Oct,69,1183
gda,jline104,Nov,70,715.5
ger,abera101,Dec,79,1248.33
dew,lsamme104,Apr,74,4767
fed,mharr102,Dec,17,957
dbe,jstro102,Dec,01,519
ger,abera101,May,17,1594
kjh,pharv102,Feb,94,722.5
gvv,pharv102,Aug,89,1608.33
gth,hdaerr101,Nov,18,1558
ger,kline103,Feb,78,2344
der,gframe102,May,19,1242.33
sdd,pplin102,Nov,96,1222
gda,jstro104,Jan,73,830.5
gvv,pharv101,Jan,70,3593
faq,dfab103,Apr,70,502.75
NULL,abera101,Apr,81,1177.75
faq,kline101,Nov,70,1155.75
NULL,mjone103,Jun,09,2806
gbn,mpete102,May,75,940
kjh,pharm101,Dec,13,3585
gth,pharv102,Nov,16,4262
ddf,mpete102,Apr,14,1236
swe,kline103,Feb,79,1238.75
der,gframe102,Jan,77,1477
gvv,lgime103,May,87,863.67
frt,lsamme104,Jan,98,1673.5
NULL,mharr101,Sep,11,730.5
hgg,pharm101,Nov,74,891.25
sad,lsamme104,Dec,75,3999
swe,kline102,Apr,98,2843
sdd,jstro104,Mar,71,2925
sad,jstro104,Nov,74,553.5
NULL,mpete103,Apr,69,1539.33
gth,pharv103,Jun,76,4019
gbn,jstro101,Jun,81,2648
swe,juooli101,Nov,16,2412
swe,lsamme104,Jan,13,879.67
dbe,mpede104,Jun,15,4628
fgn,dfab103,Jan,93,1478.67
swe,hyera102,Dec,72,2032
saz,pharm101,Feb,95,1038.5
saz,lgime101,Aug,00,876.75
dbe,mharr102,Jun,88,1046.25
dar,jstro102,Mar,72,1126
gvv,jstro104,Apr,17,721
daw,ljone104,Aug,80,2500
ddf,mjone103,Aug,09,1262.67
gth,gframe102,Aug,65,1386
ddf,jstro102,Apr,93,1307
hgg,mjone103,Nov,05,3849
dew,NULL,Dec,74,935.67
glk,kline101,Jun,80,2891
fgn,pharv103,Jul,90,4410
sad,jline104,Aug,95,585
hgg,abera101,Sep,77,1132.67
dar,jstro102,Aug,19,2787
gth,lgime102,May,72,2057
NULL,juooli101,May,64,724.75
hgg,mjone103,Sep,09,855.67
sad,juooli101,Jun,87,4360
ger,pplin102,Sep,02,614
hgg,gframe102,May,87,1116
faq,jstro102,Jun,13,1795
dbe,juooli101,Apr,04,898.75
dbe,NULL,Apr,71,1611
gda,abera101,Nov,02,4977
ger,mpete102,Jan,98,694.25
gvv,lgime103,Jun,93,1106.5
saz,mharr101,Jan,76,4088
gbn,kline101,Oct,86,1648.33
saz,ljone104,Nov,90,4320
gda,lsamme104,Oct,80,2046
sdd,mharr103,Nov,92,1034
daw,hyera102,Mar,06,1098.67
dar,NULL,Sep,81,788
sad,mjone103,Jan,83,1260.5
ger,pharv103,Jun,17,1144
glk,jstro101,Jan,75,752
gbn,pharv102,Aug,87,1173.67
swe,kline103,Sep,88,3847
dbe,pplin102,Jun,97,1179
saz,mharr103,Feb,94,3258
saz,ljone104,Dec,86,1930.5
gvv,hyera102,Apr,77,838.67
gth,mpete101,Aug,69,887
fed,pharv102,Sep,66,1017
der,pharv101,Oct,15,852.33
gth,kline102,May,78,1411.33
daw,ljone104,Jan,64,1305.5
frt,pharv102,Nov,07,4965
daw,mharr101,Dec,90,834.33
fgn,mjone101,Jun,73,2082.5
gth,lgime103,Aug,68,1167
gth,mpete101,Jun,82,1489
gvv,pterv104,Sep,90,4326
hgg,jstro102,Nov,74,851
hgg,pharv102,Jul,76,1001.33
gth,jstro104,Jul,72,1858.5
dar,mjone102,Dec,95,846.5
sdd,ljone104,Feb,13,1683
dar,mpete102,Dec,82,1537.5
dar,mpete103,Feb,79,1666.5
glk,pterv104,Sep,06,1640.33
ddf,lsamme104,Jan,82,1591.5
sad,kline101,Apr,12,840.67
kjh,abera101,Dec,19,697.5
daw,NULL,Sep,89,721.25
ddf,pharm101,Feb,16,1085.33
hgg,abera101,May,14,2397
fed,lgime101,Dec,17,2699
gvv,lsamme104,Sep,87,2485
gth,mjone103,Oct,00,1580
NULL,mharr102,May,02,4541
gth,mpete103,Apr,04,2393
sdd,lgime103,Jul,69,2101
fgn,kline102,Mar,81,1304.5
gvv,lgime102,Jul,75,982
faq,kline102,Jun,98,1471.5
swe,NULL,Sep,85,1124
gbn,lgime101,Apr,11,2458
daw,hdaerr101,Aug,96,4162
kjh,jstro104,May,77,2187.5
frt,hdaerr101,Dec,16,1076
gvv,lgime101,Aug,87,2086.5
gda,jstro102,Sep,15,1074
gth,jstro102,Dec,93,841.67
der,hyera102,Aug,01,1030
der,gframe102,Jan,07,2123.5
sdd,NULL,Feb,10,1381.33
saz,mharr103,Feb,76,2489.5
NULL,pharv102,Apr,66,2364.5
saz,jstro102,Apr,08,4079
NULL,pterv104,Nov,12,1573
sad,mpete103,Jun,94,4901
hgg,mjone102,Oct,97,1161
gth,mjone101,Mar,79,897.75
gth,pplin102,Apr,92,879.33
sdd,mharr102,Sep,12,526.75
saz,pplin102,Dec,82,1639
faq,pharv103,Nov,90,806
faq,jstro101,May,16,1453.33
saz,mpede104,Dec,85,1669.5
swe,kline102,Nov,85,1391
daw,mharr102,Oct,81,4779
kjh,NULL,Nov,02,766
gth,kline103,Dec,09,3218
dbe,mjone102,Apr,01,4505
ger,pterv104,Nov,90,2335
fgn,jstro101,Dec,16,1159.33
der,mpete101,Oct,70,2656
faq,lsamme104,Jul,90,865.75
gda,ljone104,Mar,19,1146
saz,jstro102,Feb,98,3210
sdd,mharr101,Aug,88,2283
fed,dfab103,Feb,71,2068
NULL,lsamme104,Jun,72,800
sdd,jline104,Aug,87,1416
NULL,jstro104,Jul,16,1153.5
NULL,mjone101,Feb,02,2186
swe,lgime101,Feb,70,934.75
sad,dfab103,Aug,72,2438
ddf,gframe102,Oct,00,1056
glk,jstro101,Mar,16,3827
dew,mjone102,Sep,86,717
gda,hdaerr101,Feb,15,3872
sdd,NULL,Jun,80,1239.5
kjh,kline102,Oct,01,1038.33
swe,jstro102,Feb,05,3557
NULL,mjone103,Jan,98,4358
glk,lsamme104,Jul,89,2085
ddf,jstro102,Jun,08,515.25
der,kline101,Feb,66,2201
dew,NULL,Sep,19,1580.67
saz,lgime102,Nov,88,2217
gvv,pharv103,Jan,07,4590
daw,NULL,Jun,83,1960.5
faq,jstro102,Nov,80,2398.5
frt,pterv104,May,95,4149
der,ljone104,Sep,67,1362.67
dbe,jstro102,Oct,19,2407.5
NULL,kline101,Jan,79,1511.67
faq,jline104,Sep,14,1514.33
gth,pplin102,Jan,94,4782
gth,pharv101,Jul,16,4565
fed,mjone103,Oct,12,2095
daw,mpete101,Dec,84,1144.5
kjh,pplin102,Jan,67,889
daw,NULL,Jun,64,936.67
fgn,pharv102,Oct,84,763
ger,dfab103,Apr,80,2304
gda,jstro102,Jul,72,769
der,dfab103,Oct,69,4857
kjh,kline102,Feb,99,1304.5
frt,lgime102,Feb,82,4407
frt,lgime102,Jul,04,1749
gbn,mpede104,Oct,10,1605.5
sad,jstro104,Mar,74,647.5
sad,lgime101,May,05,1044.25
hgg,jstro102,Dec,81,936.33
fed,NULL,Feb,79,923.5
fgn,pharv102,Sep,65,2772
ddf,jstro102,Mar,19,1644
kjh,juooli101,Jul,80,1126
dar,kline103,Oct,07,3271
fgn,dfab103,Mar,95,1178.25
ddf,NULL,Apr,76,864
sdd,pterv104,Aug,19,1279.5
fed,hdaerr101,Nov,13,1525
daw,mpete102,Sep,67,1118.25
kjh,hyera102,Nov,78,1365.33
gvv,hdaerr101,Feb,85,505.75
ddf,jstro104,Oct,95,1517
glk,pharv103,Apr,88,2232.5
dar,pharv101,Jan,01,1572
swe,mharr102,Apr,05,673.75
dar,jline104,Mar,76,2232
NULL,mpede104,Jan,17,4030
fed,NULL,Jul,91,2409
gbn,juooli101,Oct,88,1218.33
NULL,lgime102,Oct,66,976.33
hgg,pplin102,Aug,95,883.75
daw,jstro102,Mar,97,691.25
gbn,hyera102,Aug,90,1159
NULL,jstro102,Jul,82,2176
gbn,mharr102,Sep,82,840.67
ddf,hyera102,Jun,93,1549.67
gbn,jstro102,Jul,65,648.5
glk,jstro102,Jun,92,1441.5
NULL,lgime102,Sep,85,4161
ddf,NULL,Feb,72,2420
gda,kline103,Jan,72,527.25
gth,mpete101,Sep,85,576.25
dew,NULL,Jul,68,676.33
fed,jstro101,Jan,73,1281.67
ddf,lgime102,Jul,94,1319
glk,kline102,Dec,74,1563.33
sad,NULL,Jul,77,4989
faq,mpete102,Aug,84,2997
fed,pharv102,Aug,94,2449
saz,NULL,Jun,65,1473.33
gth,hdaerr101,Jan,12,795.33
glk,mjone102,Jul,01,2288
der,pharv102,Dec,65,1237.5
daw,mpete103,May,73,1230
dbe,hdaerr101,Jan,77,1170.5
gbn,mharr101,Sep,06,2216
daw,mpede104,Sep,75,1247
gbn,kline102,Feb,10,1051.33
NULL,pterv104,Sep,87,2374
dew,jstro102,May,86,2866
gth,NULL,May,78,691.67
sad,NULL,Dec,84,1928.5
NULL,pharv103,Mar,97,4687
sdd,pharv103,Jul,96,4995
faq,juooli101,Jul,68,2978
gda,abera101,Jan,94,1317
sdd,kline101,Mar,84,807.25
dew,mpete101,Feb,79,1992.5
gda,pharm101,Mar,73,1307.67
glk,pplin102,Jan,93,1642.5
gvv,kline101,May,76,1024.33
dbe,jstro102,Feb,88,1156
swe,dfab103,Sep,78,622.75
fed,mpede104,Aug,69,4809
saz,gframe102,Dec,84,1663.5
fed,pharv103,Feb,04,1925.5
glk,abera101,Sep,04,972
fgn,mharr102,Jun,02,3321
dew,mpede104,Aug,06,786
hgg,pplin102,Jan,75,880.5
der,ljone104,Feb,98,656.25
fgn,pharv102,Dec,14,2420
ddf,hyera102,Jun,93,1894
gth,gframe102,Mar,18,1239
gbn,jstro102,Feb,94,1623.67
NULL,dfab103,Oct,92,1616.5
frt,ljone104,Nov,78,796
ddf,mjone102,Aug,03,804
NULL,pharv103,Sep,83,3868
frt,abera101,Jan,79,986.5
dar,pterv104,Mar,04,1612.67
gda,pharv102,Jan,11,1165
ddf,mpete103,Mar,65,2079
faq,jline104,Sep,15,1053.5
daw,jstro102,Jun,14,2182.5
hgg,lsamme104,May,75,1879.5
fgn,lsamme104,Feb,86,1230.75
fgn,abera101,Aug,73,3628
NULL,jstro104,Jan,19,591.75
frt,mpete103,Jun,12,1570.67
sdd,mharr101,Jun,00,1567
gvv,mpede104,Jul,64,2485
swe,jstro104,Dec,15,4005
hgg,mharr103,Nov,06,3076
ger,mjone101,Jun,12,795.25
gda,mjone103,Oct,68,782.25
daw,NULL,Aug,70,745.67
fgn,dfab103,Dec,98,1386.5
saz,jstro101,Nov,15,2874
faq,mpede104,Aug,12,532.5
sad,jstro102,Jan,88,1591.67
frt,jstro101,Mar,87,3869
faq,lgime102,Jan,99,1133.5
ger,mharr102,Jul,11,1947
NULL,juooli101,Nov,82,1564.33
faq,pharv102,Apr,93,4972
dar,abera101,Jan,97,4950
faq,pharv103,Oct,87,1204.25
gvv,jstro104,Jan,19,902.67
fed,mjone101,Jan,88,4844
ddf,jstro102,Nov,71,711.5
glk,mpete103,Aug,91,1082.25
der,mpete102,Aug,90,982.75
fed,lgime101,Jul,10,3037
gvv,ljone104,Dec,89,772.75
glk,pharm101,Jun,67,1142
NULL,abera101,Jun,84,1360
daw,pterv104,Feb,66,1090.5
kjh,mpete102,Jun,90,796
daw,pharv102,Jan,04,1532.5
gbn,kline103,Aug,76,729.33
dbe,jstro104,Jul,90,1207
glk,mharr102,Jun,64,1317
fgn,mjone102,Jul,68,4501
ger,mjone101,May,67,2305
ddf,abera101,Dec,00,1649.67
kjh,pharv102,Jun,11,798.75
gth,NULL,Nov,08,1528
sdd,ljone104,Apr,90,520.5
daw,pplin102,Mar,09,665.25
gbn,gframe102,Apr,03,1039.67
frt,kline103,May,91,1036
glk,NULL,Feb,18,1156
der,NULL,May,77,3967
sad,jline104,Aug,19,3825
swe,pterv104,Nov,90,1219.5
dar,kline101,Apr,73,4529
hgg,jstro102,Dec,91,2078
fgn,hyera102,Jul,11,1613.67
sdd,mpete101,Jun,06,1939
gvv,mpete102,Jun,66,1928
NULL,pharv102,Dec,97,1104.75
kjh,lsamme104,Jan,04,1377.5
dbe,mharr103,Jul,73,1976
ddf,hyera102,Oct,18,633.25
der,mpede104,Sep,92,1413.33
hgg,mharr103,Jan,02,4717
saz,jstro101,Nov,89,795
fed,pharv102,May,11,1016
dar,lsamme104,Sep,01,1402
gbn,lgime101,Sep,92,1058
gth,pharv102,Mar,76,1524.67
sad,lgime103,Feb,09,1346
faq,jstro102,Jan,13,2326
fgn,mpede104,Aug,72,793.5
saz,lgime102,Apr,88,1213.67
gvv,mjone101,Jun,80,795.75
sdd,mharr103,Apr,10,1036.25
NULL,pharv101,Jan,81,1086.5
gth,lgime102,Jan,83,1034
saz,jline104,Jun,66,1548
kjh,mjone102,Feb,74,1272
daw,pharv102,Nov,15,2793
sad,lgime103,Mar,71,3539
gth,jstro104,Jun,03,4566
daw,dfab103,May,86,1307.33
fed,hyera102,Jun,84,1278.5
dbe,pplin102,Sep,95,2087
fgn,NULL,Mar,76,762.5
dbe,kline103,Oct,84,692.67
sad,mjone103,Feb,91,4510
hgg,pplin102,May,08,4990
swe,mharr101,Oct,94,1086.33
sad,mharr103,May,67,1701.5
saz,mjone101,Jun,73,959.25
hgg,mjone101,Oct,77,1450.67
faq,kline103,Jun,69,937.75
gvv,mjone103,Mar,95,3175
ger,abera101,Oct,76,1199
gvv,jstro102,Mar,72,942.67
faq,lgime103,Oct,82,687.5
dbe,jstro101,Dec,87,1169
gbn,mharr101,Apr,70,1095.5
sdd,kline103,Jan,04,1657.67
dbe,mjone102,Nov,18,1382
ger,pharv103,May,84,920
gth,juooli101,Sep,84,1674
sdd,mharr102,Jun,70,729.75
ddf,lgime101,Apr,93,1128.33
frt,jline104,Sep,05,516.75
faq,ljone104,Dec,07,3690
ger,mpete101,Apr,00,4504
gbn,jstro102,May,74,975.67
gbn,jstro102,Jan,67,4125
fed,mjone101,Sep,75,1057.33
kjh,mharr103,Jun,05,1427.33
glk,juooli101,Nov,13,2146
dar,pplin102,Jun,86,2216
gth,kline103,Mar,96,914.67
swe,ljone104,Oct,72,1024
fgn,pharv102,Dec,03,2522
dar,abera101,Aug,80,1431
gda,mpete103,Nov,79,1075.5
glk,pharv102,Oct,81,693.75
kjh,jline104,Jan,90,1004.5
gth,mpede104,Jun,05,2337.5
gbn,jstro102,Apr,06,653.75
kjh,jline104,Jan,12,1225
ger,hdaerr101,May,69,816.33
hgg,pharm101,Dec,87,2294.5
sad,lgime101,May,82,600.5
swe,mharr101,Nov,02,1529
fgn,jstro102,Jun,77,2071.5
faq,mpete101,Oct,82,1275.67
swe,mpete101,Mar,02,971.33
fed,NULL,Jun,89,974
gbn,pharv102,Dec,05,1339.5
frt,NULL,Aug,97,759.75
daw,kline103,Jan,90,536.75
fed,ljone104,Aug,99,3813
der,mjone103,Dec,14,1213
fgn,NULL,Apr,02,2043
gda,hdaerr101,Dec,11,4484
kjh,pharv101,Nov,05,1515.67
ddf,pterv104,Aug,92,891.75
daw,ljone104,Sep,68,1372
gth,lsamme104,Oct,96,978.5
hgg,jstro101,Jun,99,3237
fed,hdaerr101,Jul,65,1754.5
daw,mjone102,Mar,07,4343
dar,mpete102,Nov,65,4913
fed,pplin102,Mar,77,897.5
gbn,jstro102,Dec,93,1039.25
fgn,juooli101,May,91,1398
dbe,juooli101,Aug,84,1573.5
saz,mharr101,Jul,74,1784
dbe,lgime101,Jun,67,1788.5
saz,pharv102,Mar,88,2169
fed,kline102,Dec,00,2609
gvv,ljone104,Jun,98,2461
dbe,jstro102,Dec,94,1629.5
sad,hdaerr101,Mar,07,1246.5
sdd,NULL,Jan,76,3711
kjh,mpete103,Feb,03,4148
sad,ljone104,Mar,64,1654
sad,jstro102,Nov,68,4113
fed,pplin102,Feb,78,3556
ger,mharr103,Mar,75,895
swe,NULL,Jul,80,1028
gbn,mjone103,Jul,96,909.67
daw,lgime102,Feb,18,898.25
ger,jline104,Dec,11,755
dbe,lsamme104,Aug,67,4211
swe,dfab103,May,99,1561
daw,kline101,Jul,16,3011
sad,kline102,Sep,02,4433
kjh,jstro102,May,73,2141
swe,jstro104,Aug,88,2168.5
gbn,pterv104,Jul,13,1415.67
fed,hdaerr101,Jul,70,2168.5
fed,pterv104,Oct,94,1003.33
frt,jstro102,Jan,74,1753.5
saz,pharv102,Apr,05,1221.67
fgn,pharv102,Jul,83,2493
ddf,mpete101,Dec,99,1088
fed,mpete103,Oct,93,817.25
swe,jstro101,Sep,89,1360.33
ddf,lgime102,Jun,86,2087
frt,kline103,Jul,86,3527
NULL,mjone102,Feb,14,3639
NULL,abera101,Apr,80,577
fed,jstro102,Nov,65,1157
kjh,jstro102,Aug,19,1042
fgn,juooli101,Apr,84,4865
gth,kline102,Jun,68,4157
fed,pharv102,Mar,91,1333
